"""conference""","""year""","""doi""","""title""","""citationCount""","""download6weeks""","""download12months""","""downloadAll""","""keywords""","""pageNumber""","""authors"""
CHI,4,http://dx.doi.org/10.1145/985692.985736,Model-based evaluation of cell phone menu interaction,27,2,56,"2,129",cognitive modeling; evaluation/methodology; mobile telephones,8,"81452610940, Robert St. Amant, North Carolina State University, Raleigh, NC; 81547892656, Thomas E. Horton, North Carolina State University, Raleigh, NC; 81341495549, Frank E. Ritter, The Pennsylvania State University, University Park, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985737,Model for non-expert text entry speed on 12-button phone keypads,20,2,30,"1,355",experimentation; human factors; model; text entry,8,"81100311577, Andriy Pavlovych, York University, Toronto, ON, Canada; 81100214718, Wolfgang Stuerzlinger, York University, Toronto, ON, Canada; "
CHI,4,http://dx.doi.org/10.1145/985692.985738,Mouse and touchscreen selection in the upper and lower visual fields,6,3,37,"1,351",design; fitts law; human factors; interactive displays; pointing; visual fields,8,"81100002187, Barry A. Po, University of British Columbia, Vancouver, B.C., Canada; 81100550016, Brian D. Fisher, University of British Columbia, Vancouver, B.C., Canada; 81100170154, Kellogg S. Booth, University of British Columbia, Vancouver, B.C., Canada; "
CHI,4,http://dx.doi.org/10.1145/985692.985739,Multiblending: displaying overlapping windows simultaneously without the drawbacks of alpha blending,30,7,50,"1,084",alpha blending; graphical user interfaces; semitransparency,8,"81100137268, Patrick Baudisch, Microsoft Research, Redmond, WA; 81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, SK, Canada; "
CHI,4,http://dx.doi.org/10.1145/985692.985740,One-hundred days in an activity-centric collaboration environment based on shared objects,35,1,27,"1,217",activity-centric collaboration; computer-mediated communication; group and organization interfaces; user study,8,"81332517372, Michael J. Muller, IBM Research, Cambridge, MA; 81100543332, Werner Geyer, IBM Research, Cambridge, MA; 81100297942, Beth Brownholtz, IBM Research, Cambridge, MA; 81338491410, Eric Wilcox, IBM Research, Cambridge, MA; 81100086599, David R. Millen, IBM Research, Cambridge, MA; "
CHI,4,http://dx.doi.org/10.1145/985692.985741,"Off-task behavior in the cognitive tutor classroom: when students ""game the system""",64,8,98,"1,223",experimentation; human factors; miscellaneous; off-task behavior,8,"81436593472, Ryan Shaun Baker, Carnegie Mellon University, Pittsburgh, PA; 81100192841, Albert T. Corbett, Carnegie Mellon University, Pittsburgh, PA; 81100484653, Kenneth R. Koedinger, Carnegie Mellon University, Pittsburgh, PA; 81100167916, Angela Z. Wagner, Carnegie Mellon University, Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985742,Orchestrating a mixed reality game 'on the ground',39,6,40,"1,100",collaborative computing; ethnography; human factors; orchestration,8,"81100143427, Andy Crabtree, University of Nottingham, Nottingham UK; 81100619971, Steve Benford, University of Nottingham, Nottingham UK; 81100347821, Tom Rodden, University of Nottingham, Nottingham UK; 81100557223, Chris Greenhalgh, University of Nottingham, Nottingham UK; 81100138797, Martin Flintham, University of Nottingham, Nottingham UK; 81452600078, Rob Anastasi, University of Nottingham, Nottingham UK; 81100638532, Adam Drozd, University of Nottingham, Nottingham UK; 81100312947, Matt Adams, University College London, London, UK; 81100463317, Ju Row-Farr; 81100616051, Nick Tandavanitj; 81100501447, Anthony Steed; "
CHI,4,http://dx.doi.org/10.1145/985692.985743,Papier-Mache: toolkit support for tangible input,66,12,113,"2,031",api design; augmented reality; computer vision; interaction styles; rfid; tangible interfaces; user interfaces,8,"81100364989, Scott R. Klemmer, University of California, Berkeley, CA; 81319496410, Jack Li, University of California, Berkeley, CA; 81471640432, James Lin, University of California, Berkeley, CA; 81100103519, James A. Landay, University of Washington, Seattle, WA; "
CHI,4,http://dx.doi.org/10.1145/985692.985744,The participatory design of a sound and image enhanced daily planner for people with aphasia,45,7,58,"1,111",assistive technologies for persons with disabilities; cognitive disabilities; evaluation/methodology; graphical user interfaces; human factors; participatory design; universal usability,8,"81100235288, Karyn Moffatt, University of British Columbia, Vancouver, BC, Canada; 81100232506, Joanna McGrenere, University of British Columbia, Vancouver, BC, Canada; 81100323196, Barbara Purves, University of British Columbia, Vancouver, BC, Canada; 81339509657, Maria Klawe, Princeton University, Princeton, NJ; "
CHI,4,http://dx.doi.org/10.1145/985692.985745,The perfect search engine is not enough: a study of orienteering behavior in directed search,138,26,236,"3,917",context; experimentation; human factors; observational study; search; user interfaces,8,"81100167805, Jaime Teevan, Massachusetts Institute of Technology, Cambridge, MA; 81550973056, Christine Alvarado, Massachusetts Institute of Technology, Cambridge, MA; 81100017207, Mark S. Ackerman, University of Michigan, Ann Arbor, MI; 81100337812, David R. Karger, Massachusetts Institute of Technology, Cambridge, MA; "
CHI,4,http://dx.doi.org/10.1145/985692.985746,Performance of menu-augmented soft keyboards,15,1,59,"1,201",evaluation/methodology; input devices and strategies; soft keyboard,8,"81100311272, Poika Isokoski, University of Tampere, Finland; "
CHI,4,http://dx.doi.org/10.1145/985692.985747,Persistence matters: making the most of chat in tightly-coupled work,15,2,28,969,collaborative computing; computer-mediated communication; design; experimentation; language; persistence; text chat,8,"81100246470, Darren Gergle, Carnegie Mellon University, Pittsburgh, PA; 81100086599, David R. Millen, IBM T.J. Watson Research Center, Cambridge, MA; 81328489038, Robert E. Kraut, Carnegie Mellon University, Pittsburgh, PA; 81100583820, Susan R. Fussell, Carnegie Mellon University, Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985748,Physically large displays improve path integration in 3D virtual navigation tasks,21,5,52,"1,196",3d virtual navigation; field of view; human factors; path integration; physically large display; psychology; user-centered design,8,"81100255664, Desney S. Tan, Carnegie Mellon University, Pittsburgh, PA; 81100246470, Darren Gergle, Carnegie Mellon University, Pittsburgh, PA; 81100126432, Peter G. Scupelli, Carnegie Mellon University, Pittsburgh, PA; 81100493478, Randy Pausch, Carnegie Mellon University, Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985749,Pointing at trivariate targets in 3D environments,27,12,85,"1,120",3d fitts' law; human factors; human information processing; theory and methods,8,"81100477897, Tovi Grossman, University of Toronto; 81100503904, Ravin Balakrishnan, University of Toronto; "
CHI,4,http://dx.doi.org/10.1145/985692.985750,Predictive human performance modeling made easy,58,6,92,"1,935",cognitive modeling; klm; user/machine systems,8,"81100482886, Bonnie E. John, Carnegie Mellon Univ., Pittsburgh, PA; 81100188366, Konstantine Prevas, Carnegie Mellon Univ., Pittsburgh, PA; 81100289294, Dario D. Salvucci, Drexel University, Philadelphia, PA; 81100484653, Ken Koedinger, Carnegie Mellon Univ., Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985751,Presiding over accidents: system direction of human action,8,5,27,599,active capture; error; mediation; multimedia systems design; user interfaces,8,"81100465553, Jeffrey Heer, University of California, Berkeley; 81423596141, Nathaniel S. Good, University of California, Berkeley; 81100563781, Ana Ramirez, University of California, Berkeley; 81100601574, Marc Davis, University of California, Berkeley; 81100650762, Jennifer Mankoff, University of California, Berkeley; "
CHI,4,http://dx.doi.org/10.1145/985692.985752,Privacy policies as decision-making tools: an evaluation of online privacy notices,54,21,153,"2,713",consent; evaluation/methodology; readability; user issues,8,"81350577066, Carlos Jensen, The Georgia Institute of Technology, Atlanta, GA; 81100305183, Colin Potts, The Georgia Institute of Technology, Atlanta, GA; "
CHI,4,http://dx.doi.org/10.1145/985692.985753,Putting the users center stage: role playing and low-fi prototyping enable end users to design mobile systems,30,31,169,"2,464",design; evaluation/methodology; human factors; participatory design; role playing,8,"81100085970, Dag Svanaes, Norwegian University of Science and Technology, Trondheim, Norway; 81100514727, Gry Seland, Norwegian University of Science and Technology, Trondheim, Norway; "
CHI,4,http://dx.doi.org/10.1145/985692.985754,Pressure widgets,104,8,111,"1,489",design; human factors; human information processing; interaction styles; pen-based interfaces; pressure widgets,8,"81100092787, Gonzalo Ramos, University of Toronto, Toronto, ON, Canada; 81100064270, Matthew Boulos, University of Toronto, Toronto, ON, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, ON, Canada; "
CHI,4,http://dx.doi.org/10.1145/985692.985755,RAW: conveying minimally-mediated impressions of everyday life with an audio-photographic tool,6,0,20,541,africa; binaural sound recording; cultural exchange; everyday life; human factors; memory; multicultural studies; storytelling,8,"81100106817, Jo&#235;lle Bitton; 81100392019, Stefan Agamanolis; 81100431441, Matthew Karau; "
CHI,4,http://dx.doi.org/10.1145/985692.985756,Revealing delay in collaborative environments,22,0,18,917,collaborative environments; design; groupware; latency; shared workspaces,8,"81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, Canada; 81100619971, Steve Benford, The University of Nottingham, Nottingham, UK; 81100456294, Jeff Dyck, University of Saskatchewan, Saskatoon, Canada; 81100364452, Mike Fraser, The University of Nottingham, Nottingham, UK; 81100223814, Ivan Vaghi, The University of Nottingham, Nottingham, UK; 81100557223, Chris Greenhalgh, The University of Nottingham, Nottingham, UK; "
CHI,4,http://dx.doi.org/10.1145/985692.985757,Robotic camera control for remote exploration,9,0,20,857,design; human factors; miscellaneous; robotics; viewpoint control,7,"81100163569, Stephen Hughes, University of Pittsburgh, Pittsburgh, PA; 81100349943, Michael Lewis, University of Pittsburgh, Pittsburgh, PA; "
CHI,4,http://dx.doi.org/10.1145/985692.985758,Semantic pointing: improving target acquisition with control-display ratio adaptation,106,5,90,"2,276",control-display ratio; graphical user interface; input devices and strategies; pointing; theory and methods,8,"81100594604, Renaud Blanch, Universit&#233; Paris-Sud, Orsay, France; 81100143867, Yves Guiard, CNRS & Universit&#233;&#233; de la M&#233;diterran&#233;e, Marseille, France; 81100644686, Michel Beaudouin-Lafon, Universit&#233; Paris-Sud, Orsay, France; "
CHI,4,http://dx.doi.org/10.1145/985692.985759,Semantic speech editing,8,1,20,566,acoustic representations; speech editing; speech retrieval,8,"81100318557, Steve Whittaker, Sheffield University, Sheffield, UK; 81100346993, Brian Amento, AT&T Labs-Research, Florham Park, NJ; "
CHI,4,http://dx.doi.org/10.1145/985692.985760,Sharp or smooth?: comparing the effects of quantization vs. frame rate for streamed video,33,5,58,954,evaluation/methodology; eye tracking; quality of service; video frame rate,8,"81100383349, John D. McCarthy, University College London, London, UK; 81100499004, M. Angela Sasse, University College London, London, UK; 81100239551, Dimitrios Miras, University College London, London, UK; "
CHI,4,http://dx.doi.org/10.1145/985692.985761,Slash(dot) and burn: distributed moderation in a large online conversation space,62,13,123,"1,279",collaborative filtering; group and organization interfaces; recommender systems,8,"81320491642, Cliff Lampe, University of Michigan, Ann Arbor, MI; 81100225915, Paul Resnick, University of Michigan, Ann Arbor, MI; "
CHI,4,http://dx.doi.org/10.1145/985692.985762,Social and temporal structures in everyday collaboration,38,9,117,"2,662",awareness; human factors; theory and models,8,"81309487122, Danyel Fisher, University of California, Irvine, Irvine, CA; 81100521529, Paul Dourish, University of California, Irvine, Irvine, CA; "
CHI,4,http://dx.doi.org/10.1145/985692.985763,A social proxy for distributed tasks: design and evaluation of a working prototype,11,1,19,874,asynchronous interaction; computer-supported cooperative work; design; process awareness; social proxy; task support; workflow,8,"81100235869, Thomas Erickson, IBM T. J. Watson Research Center, Yorktown Heights, NY; 81406595842, Wei Huang, IBM T. J. Watson Research Center, Yorktown Heights, NY and University of Michigan, Ann Arbor, MI; 81100064306, Catalina Danis, IBM T. J. Watson Research Center, Yorktown Heights, NY; 81100457150, Wendy A. Kellogg, IBM T. J. Watson Research Center, Yorktown Heights, NY; "
CHI,4,http://dx.doi.org/10.1145/985692.985764,A study of digital ink in lecture presentation,41,1,38,"1,152",classroom presentation; distance learning; evaluation/methodology; interaction styles,8,"81371591530, Richard J. Anderson, University of Washington, Seattle, WA; 81100304666, Crystal Hoyer, University of Washington, Seattle, WA; 81100161409, Steven A. Wolfman, University of Washington, Seattle, WA; 81350589236, Ruth Anderson, University of Virginia, Charlottesville, VA; "
CHI,4,http://dx.doi.org/10.1145/985692.985765,Studying cooperation and conflict between authors with <i>history flow</i> visualizations,176,22,187,"2,953",collaboration; document; revision history; web-based interaction,8,"81100539968, Fernanda B. Vi&#233;gas, MIT Media Lab, Cambridge, MA; 81100331534, Martin Wattenberg, IBM Research, Cambridge, MA; 81100301891, Kushal Dave, IBM Research, Cambridge, MA; "
